TimeCreated,EventID,hour_of_day,event_frequency,inter_event_gap_seconds,message_length,anomaly_score,prediction
2023-09-27 05:25:14.426213800+05:30,4688,5,18,0.010885,1602,0.2137741622507517,normal
2023-09-27 05:25:14.438060400+05:30,4689,5,17,0.0118466,232,0.21331586964165578,normal
2023-09-27 05:25:14.439611100+05:30,4689,5,17,0.0015507,231,0.2128452949481301,normal
2023-09-27 05:25:14.441988400+05:30,4689,5,17,0.0023773,231,0.212761800838292,normal
2023-09-27 05:25:14.443907800+05:30,4689,5,17,0.0019194,235,0.20652493787440523,normal
2023-09-27 05:25:27.420790700+05:30,4689,5,17,12.9768829,241,0.10261161605185398,normal
2023-09-27 05:25:27.908659500+05:30,4688,5,18,0.4878688,1622,0.17446536823659986,normal
2023-09-27 05:25:39.835371500+05:30,4688,5,18,11.926712,1609,0.12775679723562722,normal
2023-09-27 05:26:30.083808400+05:30,4702,5,1,50.2484369,2975,-0.12588400592845306,anomaly
2023-09-27 05:26:31.148754200+05:30,4689,5,1,1.0649458,235,0.09824194248820861,normal
2023-09-27 05:27:15.732987600+05:30,4662,5,1,44.5842334,471,-0.06250317099980152,anomaly
2023-09-27 05:27:17.263310500+05:30,4688,5,2,1.5303229,1655,0.09622678478455665,normal
2023-09-27 05:27:17.285747100+05:30,4688,5,2,0.0224366,1654,0.11344760126380937,normal
2023-09-27 05:27:18.259368500+05:30,4689,5,2,0.9736214,275,0.11848088101163323,normal
2023-09-27 05:27:18.289629500+05:30,4689,5,2,0.030261,276,0.1220027156913372,normal
2023-09-27 05:28:01.414564+05:30,4688,5,17,43.1249345,1600,0.045324032678828674,normal
2023-09-27 05:28:01.419300400+05:30,4688,5,17,0.0047364,1605,0.20870162656328062,normal
2023-09-27 05:28:01.437533400+05:30,4689,5,17,0.018233,230,0.2053085642393907,normal
2023-09-27 05:28:01.462498700+05:30,4688,5,17,0.0249653,1604,0.21057109070916674,normal
2023-09-27 05:28:01.466434300+05:30,4688,5,17,0.0039356,1602,0.21448307900683228,normal
2023-09-27 05:28:04.532948300+05:30,4689,5,17,3.066514,232,0.18184393407651256,normal
2023-09-27 05:28:04.536139900+05:30,4688,5,17,0.0031916,1602,0.21448307900683228,normal
2023-09-27 05:28:07.594584500+05:30,4689,5,17,3.0584446,232,0.18157027051321972,normal
2023-09-27 05:28:07.597783500+05:30,4688,5,17,0.003199,1601,0.21421552566904717,normal
2023-09-27 05:28:07.608339800+05:30,4688,5,17,0.0105563,1602,0.21442925023627318,normal
2023-09-27 05:28:07.621556900+05:30,4689,5,17,0.0132171,232,0.21331586964165578,normal
2023-09-27 05:28:07.623307900+05:30,4689,5,17,0.001751,231,0.212761800838292,normal
2023-09-27 05:28:07.626345700+05:30,4688,5,17,0.0030378,1602,0.21448307900683228,normal
2023-09-27 05:28:10.679905700+05:30,4689,5,17,3.05356,232,0.1814797221901021,normal
2023-09-27 05:28:10.682993100+05:30,4688,5,17,0.0030874,1601,0.21421552566904717,normal
2023-09-27 05:28:10.694116300+05:30,4688,5,17,0.0111232,1602,0.21442925023627318,normal
2023-09-27 05:28:10.705743400+05:30,4689,5,17,0.0116271,232,0.2136686635095223,normal
2023-09-27 05:28:10.707343400+05:30,4689,5,17,0.0016,231,0.2128452949481301,normal
2023-09-27 05:28:10.710048200+05:30,4688,5,17,0.0027048,1601,0.21404913680923582,normal
2023-09-27 05:28:10.721407800+05:30,4688,5,17,0.0113596,1602,0.21442925023627318,normal
2023-09-27 05:28:10.733260400+05:30,4689,5,17,0.0118526,232,0.21331586964165578,normal
2023-09-27 05:28:10.735115300+05:30,4689,5,17,0.0018549,231,0.212761800838292,normal
2023-09-27 05:28:10.737781900+05:30,4688,5,17,0.0026666,1601,0.21404913680923582,normal
2023-09-27 05:28:10.747928800+05:30,4688,5,17,0.0101469,1602,0.21442925023627318,normal
2023-09-27 05:28:10.760159+05:30,4689,5,17,0.0122302,232,0.21331586964165578,normal
2023-09-27 05:28:10.761728100+05:30,4689,5,17,0.0015691,231,0.2128452949481301,normal
